4159,3000 Miles to Graceland,2001,2.9,8755
652,"301, 302",1995,3.7,163
6815,30 Days of Night,2007,3.3,146766
5300,3:10 to Yuma,2007,3.9,139372
3165,3-4 x jûgatsu,1990,3.5,702
7837,36 fillette,1988,3,414
26110,36 Hours,1965,0,0
47634,36 Quai des Orfèvres,2004,0,0
7042,37°2 le matin,1986,4.1,3961
57484,3 Bad Men,1926,0,0
5308,3 Men and a Baby,1987,2.9,11309
5309,3 Men and a Little Lady,1990,2.8,6348
4748,3 Ninjas,1992,0,0
1739,3 Ninjas: High Noon at Mega Mountain,1998,2.5,7721
4749,3 Ninjas Kick Back,1994,2.6,6654
4750,3 Ninjas Knuckle Up,1995,0,0
3322,3 Strikes,2000,3.1,1088
8261,3 Women,1977,3.9,1570
5151,40 Days and 40 Nights,2002,3.1,33188
3077,42: Forty Two Up,1998,4,803
7080,42nd Street,1933,3.5,1572
656,48 Hrs.,1982,3.2,10471
42681,49th Parallel,1941,0,0
50658,49 Up,2005,3.2,6671
5057,4 for Texas,1963,0,0
4217,4 Little Girls,1997,3.8,1088
55069,"4 luni, 3 saptamâni si 2 zile",2007,4,12151
53131,4: Rise of the Silver Surfer,2007,3.2,470350
7293,50 First Dates,2004,3.4,217959
2475,52 Pick-Up,1986,3.1,248
2188,54,1998,2.8,4129
5429,5 Card Stud,1968,3.3,527
31956,5x2,2004,3.6,1684
6438,633 Squadron,1964,0,0
42556,7 Faces of Dr. Lao,1964,0,0
32392,800 balas,2002,3.2,1505
1251,8½,1963,4.3,12375
3626,8 ½ Women,1999,3.1,1362
5404,84 Charing Cross Road,1987,3.7,1344
53207,88 Minutes,2007,3.2,37899
5613,8 femmes,2002,3.6,5397
1503,8 Heads in a Duffel Bag,1997,2.6,2533
5810,8 Mile,2002,3.1,199023
2505,8MM,1999,3,14973
408,8 Seconds,1994,3.6,7861
5546,976-Evil II,1992,0,0
59026,99 francs,2007,0,0
6866,9 Dead Gay Guys,2002,3.4,768
33585,9 Songs,2004,2.7,3152
5677,Abandon,2002,2.7,2670
25977,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,1953,0,0
31156,Abbott and Costello Meet the Invisible Man,1951,0,0
31160,"Abbott and Costello Meet the Killer, Boris Karloff",1949,0,0
4767,Abbott and Costello Meet the Mummy,1955,0,0
3912,A Beautiful Mind,2001,3.9,103150
4729,Aberdeen,2000,3.7,511
5377,About a Boy,2002,2.8,137687
3862,About Adam,2000,3,2040
3584,À bout de souffle,1960,4.2,10327
5945,About Schmidt,2002,3.1,14978
4466,Above the Law,1988,2.8,5280
409,Above the Rim,1994,3.5,4319
7236,A Boy and His Dog,1975,3.4,2758
814,A Boy Called Hate,1995,0,0
2594,Abre los ojos,1997,3.9,11790
7980,A Bridge Too Far,1977,0,0
6780,A Brief History of Time,1991,3.9,305
5314,Abril Despedaçado,2001,3.9,968
428,A Bronx Tale,1993,3.9,17840
1510,A Brother's Kiss,1997,2.9,289
5050,Abschied - Brechts letzter Sommer,2000,2.8,129
5707,Absence of Malice,1981,3.3,1000
6346,Absolute Beginners,1986,0,0
1459,Absolute Power,1997,3.2,6094
7993,A Bucket of Blood,1959,0,0
2355,A Bug's Life,1998,3.3,64405
6599,Accattone,1961,4.1,471
47518,Accepted,2006,3.5,88251
5822,Acción mutante,1993,0,0
3736,Ace in the Hole,1951,4.2,1846
2270,A Century of Cinema,1994,,
64288,Ace of Hearts,2008,,
2817,Aces: Iron Eagle III,1992,2.5,1084
344,Ace Ventura: Pet Detective,1994,3.1,163811
19,Ace Ventura: When Nature Calls,1995,3.2,87306
26133,A Charlie Brown Christmas,1965,0,0
6345,A Chorus Line,1985,3.4,2567
1099,A Christmas Carol,1984,0,0
2804,A Christmas Story,1983,3.7,23109
2433,A Civil Action,1998,3.1,3573
8574,A Claymation Christmas Celebration,1987,0,0
1206,A Clockwork Orange,1971,0,0
43460,A Cock and Bull Story,2005,3.3,8622
1807,"A Cool, Dry Place",1998,3.2,848
6172,A Countess from Hong Kong,1967,0,0
4907,Across 110th Street,1972,0,0
25878,Across the Pacific,1942,0,0
37,Across the Sea of Time,1995,2.9,237
54190,Across the Universe,2007,4,133408
4715,A Crude Awakening: The Oil Crash,2006,4,969
25888,Action in the North Atlantic,1943,0,0
3710,Action Jackson,1988,2.6,2187
33113,Act of Violence,1948,3.8,227
1067,A Damsel in Distress,1937,3.5,179
7121,Adam's Rib,1949,3.9,3056
46194,Adam & Steve,2005,2.9,13053
4449,Adanggaman,2000,3.5,119
5902,Adaptation.,2002,3.6,39757
8542,A Day at the Races,1937,0,0
410,Addams Family Values,1993,3.1,21548
1541,Addicted to Love,1997,2.8,4654
6327,A Decade Under the Influence,2003,3.8,1167
8872,A Dirty Shame,2004,0,0
2831,A Dog of Flanders,1999,3.7,259
3309,A Dog's Life,1918,0,0
1383,Adrenalin: Fear the Rush,1996,2.7,684
4586,A Dry White Season,1989,0,0
2133,Adventures in Babysitting,1987,3.2,12565
47615,Adventures of Don Juan,1948,0,0
26078,Advise & Consent,1962,3.9,594
5624,Ae Fond Kiss...,2004,3.7,1269
37386,Æon Flux,2005,2.9,50363
3038,A Face in the Crowd,1957,4.2,1221
635,A Family Thing,1996,3.4,546
976,A Farewell to Arms,1932,0,0
2045,A Far Off Place,1993,3.3,2508
26713,A Fei zheng chuan,1990,4,3441
2268,A Few Good Men,1992,3.6,26934
2439,Affliction,1997,3.4,1078
1079,A Fish Called Wanda,1988,3.4,15157
7370,A Foreign Affair,1948,3.7,504
7407,Africa Screams,1949,0,0
4458,Africa: The Serengeti,1994,0,0
5287,"After Dark, My Sweet",1990,3.3,506
1733,Afterglow,1997,3,386
7419,After Hours,1985,3.8,5298
39421,After School Special,2003,2.9,2657
8968,After the Sunset,2004,3.1,6886
7834,After the Thin Man,1936,0,0
8796,A Funny Thing Happened on the Way to the Forum,1966,0,0
1781,A Further Gesture,1997,0,0
3206,Against All Odds,1984,3,1230
7315,Against the Ropes,2004,2.8,1809
6624,Agent Cody Banks,2003,2.6,21724
7345,Agent Cody Banks 2: Destination London,2004,2.5,13037
3124,Agnes Browne,1999,3.5,307
3251,Agnes of God,1985,3.2,1316
462,A Good Man in Africa,1994,2.9,306
41025,A Good Woman,2004,2.7,9179
49130,A Good Year,2006,3.3,22634
239,A Goofy Movie,1995,3.1,17024
1223,A Grand Day Out with Wallace and Gromit,1989,0,0
602,A Great Day in Harlem,1994,3.9,85
48856,A Guide to Recognizing Your Saints,2006,3.3,23093
7063,"Aguirre, der Zorn Gottes",1972,4.2,6781
6012,A Guy Thing,2003,2.8,8292
30970,A Handful of Dust,1988,3,754
2863,A Hard Day's Night,1964,3.9,9274
1752,A Hard Rain's Gonna Fall,2008,,
37733,A History of Violence,2005,3.4,45849
4797,A Hole in the Head,1959,0,0
8667,A Home at the End of the World,2004,3.5,3425
4286,A Home of Our Own,1993,3.3,706
38824,Äideistä parhain,2005,4,941
7171,Aileen: Life and Death of a Serial Killer,2003,3.5,1623
3854,Aimée & Jaguar,1999,4,1140
3560,Ai no borei,1978,0,0
495,Ai no korîda,1976,3.5,1565
872,Ai qing wan sui,1994,0,0
3841,Air America,1990,2.7,5347
33629,Airborne,1993,0,0
1592,Air Bud,1997,2.6,11606
2152,Air Bud: Golden Receiver,1998,2.7,7798
1608,Air Force One,1997,3.2,26434
413,Airheads,1994,2.9,13551
2791,Airplane!,1980,3.6,31137
2792,Airplane II: The Sequel,1982,2.9,10524
2520,Airport,1970,3.1,2253
2521,Airport 1975,1974,2.9,1688
2522,Airport '77,1977,0,0
8895,AKA,2002,3.1,250
5498,Akahige,1965,4.3,2413
5351,Akai hashi no shita no nurui mizu,2001,3.6,563
8374,Akarui mirai,2003,3.6,823
34648,Akasia,2003,0,0
44709,Akeelah and the Bee,2006,3.6,27397
258,A Kid in King Arthur's Court,1995,0,0
32120,A Killer Among Friends,1992,,
1274,Akira,1988,4,33398
5966,A Kiss Before Dying,1956,0,0
4299,A Knight's Tale,2001,3.5,77647
588,Aladdin,1992,,
1064,Aladdin and the King of Thieves,1995,0,0
6163,À la folie... pas du tout,2002,3.8,6623
4459,Alaska: Spirit of the Wild,1997,0,0
1352,Albino Alligator,1996,3,1198
7109,Al di là delle nuvole,1995,3.6,976
32302,A League of Ordinary Gentlemen,2004,3.5,155
3255,A League of Their Own,1992,0,0
60391,Aleksandra,2007,3.6,547
7756,Aleksandr Nevskiy,1938,4,1217
1765,A Letter from Death Row,1998,0,0
25952,A Letter to Three Wives,1949,3.8,921
8977,Alexander,2004,2.7,29540
8881,Alexander's Ragtime Band,1938,0,0
6493,Alex & Emma,2003,2.8,7767
7771,Alexis Zorbas,1964,0,0
4191,Alfie,2004,2.9,15367
5009,Ali,2001,3.3,18871
6020,Alice Adams,1935,3.6,789
8838,Alice Doesn't Live Here Anymore,1974,0,0
2773,Alice et Martin,1998,3.4,246
1032,Alice in Wonderland,1951,3.3,37778
26199,Alice's Restaurant,1969,3.4,935
1214,Alien,1979,0,0
1320,Alien³,1992,3.1,30526
1692,Alien Escape,1997,,
6899,Alien from L.A.,1988,0,0
3701,"""Alien Nation""",1989,,
44595,Alien: Resurrection,1997,3,25498
1200,Aliens,1986,3.8,72406
31429,Aliens of the Deep,2005,3.2,1182
1658,A Life Less Ordinary,1997,3.1,9301
7322,Alila,2003,3,221
58964,À l'intérieur,2007,3.8,3333
2601,A Little Bit of Soul,1998,0,0
262,A Little Princess,1995,3.4,13643
6032,A Little Romance,1979,3.8,1363
3250,Alive,1993,3.3,5360
926,All About Eve,1950,4.2,10267
5170,All About the Benjamins,2002,3.4,6169
2748,Allan Quatermain and the Lost City of Gold,1986,0,0
2123,All Dogs Go to Heaven,1989,3.2,20551
631,All Dogs Go to Heaven 2,1996,2.8,10564
7304,Allegro non troppo,1976,3.8,1302
32158,All in a Night's Work,1961,0,0
8935,All I Want for Christmas,1991,3.1,1740
5708,All Night Long,1962,0,0
5788,All or Nothing,2002,3.8,907
4722,All Over the Guy,2001,3.5,1303
1927,All Quiet on the Western Front,1930,3.8,3797
4419,All That Heaven Allows,1955,0,0
2971,All That Jazz,1979,3.9,3397
6859,All That Money Can Buy,1941,0,0
59738,All the Boys Love Mandy Lane,2006,0,0
1942,All the King's Men,2006,0,0
6681,All the Little Animals,1998,3.8,1085
5706,...All the Marbles,1981,0,0
6787,All the President's Men,1976,3.9,11562
4031,All the Pretty Horses,2000,3,2957
5789,All the Queen's Men,2001,3.1,969
3867,All the Rage,1999,2.9,444
6159,All the Real Girls,2003,3.9,2897
5226,All the Right Moves,1983,2.9,2666
3531,All the Vermeers in New York,1990,3,232
26676,Almost an Angel,1990,0,0
3897,Almost Famous,2000,3.7,57797
1887,Almost Heroes,1998,2.9,4626
5918,Alone in the Dark,2005,2.1,8641
60309,Along Came Jones,1945,0,0
7173,Along Came Polly,2004,3.1,42224
33145,A Lot Like Love,2005,3.5,20461
30848,A Love Song for Bobby Long,2004,3.7,5803
387,A Low Down Dirty Shame,1994,2.9,3460
50442,Alpha Dog,2006,3.3,59805
680,"Alphaville, une étrange aventure de Lemmy Caution",1965,3.9,4907
4713,Altered States,1980,3.4,4339
2896,Alvarez Kelly,1966,0,0
56176,Alvin and the Chipmunks,2007,3.6,165304
1225,Amadeus,1984,3.9,24420
6280,A Man Apart,2003,3.4,15785
6392,A Man Called Horse,1970,0,0
6160,Amandla! A Revolution in Four Part Harmony,2002,4,313
1949,A Man for All Seasons,1966,4,2887
64418,A Man Named Pearl,2006,4,248
385,A Man of No Importance,1994,3.6,111
3128,A Map of the World,1999,3.2,587
7089,Amarcord,1973,4.2,5273
4847,À ma soeur!,2001,3.4,1800
8844,Amator,1979,4,656
8516,A Matter of Life and Death,1946,4.4,2083
51471,Amazing Grace,2006,4,24835
4078,Amazing Grace and Chuck,1987,0,0
4079,Amazon Women on the Moon,1987,3.2,2625
6041,Amen.,2002,3.9,1385
5067,American Adobo,2001,3.8,502
2858,American Beauty,1999,3.8,115181
806,American Buffalo,1996,3,598
45106,American Dreams,2002,,
3214,American Flyers,1985,3.2,1640
55765,American Gangster,2007,4,673602
3649,American Gigolo,1980,3.1,2098
3363,American Graffiti,1973,3.6,12630
7337,American Gun,2005,3.2,1027
6198,American Heart,1992,3.4,430
2329,American History X,1998,4.2,140060
6022,American Me,1992,4.1,2720
3007,American Movie,1999,4,3544
7418,American Nightmare,2002,0,0
4565,American Ninja,1985,0,0
4566,American Ninja 2: The Confrontation,1987,0,0
4567,American Ninja 3: Blood Hunt,1989,0,0
4721,American Outlaws,2001,3.2,5353
2706,American Pie,1999,3.4,203348
39715,American Pie Presents Band Camp,2005,0,0
50189,American Pie Presents The Naked Mile,2006,0,0
3718,American Pimp,1999,3.5,767
3725,American Pop,1981,0,0
3535,American Psycho,2000,3.6,57904
2902,American Psycho II: All American Girl,2002,0,0
2864,American Splendor,2003,3.7,9157
1102,American Strays,1996,0,0
60763,American Teen,2008,3,11887
6586,American Wedding,2003,3.4,73646
8637,America's Heart and Soul,2004,0,0
4639,America's Sweethearts,2001,2.8,17330
8427,Americathon,1979,0,0
7025,A Midnight Clear,1992,3.7,801
2622,A Midsummer Night's Dream,1999,0,0
6100,A Midsummer Night's Sex Comedy,1982,3.3,2757
53921,A Mighty Heart,2007,3.5,55538
6296,A Mighty Wind,2003,3.6,7120
8843,A Million to Juan,1994,0,0
1693,Amistad,1997,3.5,9716
1322,Amityville 1992: It's About Time,1992,0,0
1323,Amityville 3-D,1983,2.7,2070
1325,Amityville: A New Generation,1993,0,0
1324,Amityville: Dollhouse,1996,0,0
1326,Amityville II: The Possession,1982,2.9,3306
623,A Modern Affair,1995,3.2,63
2569,Among Giants,1998,3.2,111
753,A Month by the Lake,1995,3.1,914
4136,A Month in the Country,1987,0,0
4235,Amores perros,2000,4.2,37736
6580,Amores Possíveis,2001,0,0
1440,Amos & Andrew,1993,2.7,1624
4070,Amy,1997,3.7,361
5532,Amy's Orgasm,2001,2.8,555
1499,Anaconda,1997,2.5,21526
8830,Anacondas: The Hunt for the Blood Orchid,2004,2.5,14394
932,An Affair to Remember,1957,4,7962
1853,An Alan Smithee Film: Burn Hollywood Burn,1997,2.2,601
5900,Analyze That,2002,2.9,11576
2539,Analyze This,1999,3.1,15881
62586,An American Carol,2008,2.9,6246
59418,An American Crime,2007,3.8,6057
45361,An American Haunting,2005,3,32251
900,An American in Paris,1951,3.7,6926
4737,An American Rhapsody,2001,0,0
2141,An American Tail,1986,3.3,13516
2142,An American Tail: Fievel Goes West,1991,3.2,16427
1321,An American Werewolf in London,1981,3.4,18421
2793,An American Werewolf in Paris,1997,2.8,10235
59362,Anamorph,2007,2.7,1453
6671,An Angel at My Table,1990,4,986
1688,Anastasia,1997,3.2,33076
8867,Anatomie de l'enfer,2004,2.9,861
3801,Anatomy of a Murder,1959,4,3171
148,An Awfully Big Adventure,1995,3.2,1433
3599,Anchors Aweigh,1945,0,0
3420,...And Justice for All.,1979,3.5,3756
2788,And Now for Something Completely Different,1971,3.8,16003
6588,And Now... Ladies and Gentlemen...,2002,3.3,642
577,Andre,1994,2.7,2286
26150,Andrey Rublyov,1966,4.5,3531
5919,Android Apocalypse,2006,0,0
2071,And the Band Played On,1993,0,0
4969,And Then There Were None,1945,0,0
59910,And When Did You Last See Your Father?,2007,3.1,5170
4032,An Everlasting Piece,2000,3.6,540
47725,Angel-A,2005,3.4,17241
964,Angel and the Badman,1947,0,0
130,Angela's Ashes,1999,3.6,4588
1428,Angel Baby,1995,,
4305,Angel Eyes,2001,0,0
3706,Angel Heart,1987,3.6,7026
960,Angel on My Shoulder,1946,0,0
85,Angels and Insects,1995,3.3,635
38499,Angels in America,2003,,
1021,Angels in the Outfield,1951,0,0
8600,Angels with Dirty Faces,1938,0,0
6287,Anger Management,2003,3.3,70407
6788,Angie,1994,2.7,642
26803,Änglagård,1992,3.7,254
6509,Angst essen Seele auf,1974,4.1,1799
700,"Angus, Thongs and Perfect Snogging",2008,3.9,6295
3650,Angustia,1987,0,0
2690,An Ideal Husband,1999,3.4,2877
7132,A Night at the Opera,1935,4.1,4515
2296,A Night at the Roxbury,1998,3.1,27913
7933,A Night in Casablanca,1946,0,0
4527,A Night in the Life of Jimmy Reardon,1988,0,0
1347,A Nightmare on Elm Street,1984,3.5,57452
1970,A Nightmare on Elm Street 3: Dream Warriors,1987,3.1,21954
1971,A Nightmare on Elm Street 4: The Dream Master,1988,3,19043
1969,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,3,19841
1972,A Nightmare on Elm Street: The Dream Child,1989,2.9,17837
3405,A Night to Remember,1958,0,0
7706,Animal Crackers,1930,0,0
8495,Animal Factory,2000,3.2,2952
3421,Animal House,1978,3.7,25149
6408,Animals Are Beautiful People,1974,0,0
45950,An Inconvenient Truth,2006,3.6,41842
4608,An Innocent Man,1989,2.9,1267
3155,Anna and the King,1999,3.2,10877
8518,Anna Christie,1930,0,0
1496,Anna Karenina,1935,0,0
43556,Annapolis,2006,3.2,13763
116,Anne Frank Remembered,1995,3.7,1076
8191,Anne of the Thousand Days,1969,0,0
4039,Annie,1982,3.1,20236
1230,Annie Hall,1977,3.9,27350
4041,An Officer and a Gentleman,1982,3.5,8345
5027,Another 48 Hrs.,1990,2.9,6166
8643,Another Cinderella Story,2008,0,0
26497,Another Country,1984,0,0
2440,Another Day in Paradise,1998,3.2,1703
415,Another Stakeout,1993,2.5,1861
7831,Another Thin Man,1939,0,0
4393,Another Woman,1988,3.7,1472
5887,Another You,1991,0,0
5560,À nous la liberté,1931,3.7,914
7935,Ansikte mot ansikte,1976,4,333
7940,Ansiktet,1958,3.9,677
8450,Anthony Adverse,1936,0,0
4052,Antitrust,2001,2.8,5738
82,Antonia,1995,4.2,1707
5955,Antwone Fisher,2002,3.6,7166
2294,Antz,1998,2.9,33465
37475,An Unfinished Life,2005,3.3,13634
55156,An Unreasonable Man,2006,3.9,2169
3173,Any Given Sunday,1999,3.3,21068
6937,Anything But Love,1989,0,0
6750,Anything Else,2003,2.9,4837
3051,Anywhere But Here,1999,3,4760
4714,Any Which Way You Can,1980,3.1,3457
8803,Aoi haru,2001,0,0
4319,Apache,1954,0,0
6918,Aparajito,1956,4.3,811
4468,Apartment Zero,1988,3.5,629
7087,A Passage to India,1984,3.6,1652
6178,A Patch of Blue,1965,0,0
1123,A Perfect Candidate,1996,3.2,252
459,A Perfect Getaway,2009,3.2,102622
1892,A Perfect Murder,1998,3.1,9130
507,A Perfect World,1993,3.5,7814
7492,A Personal Journey with Martin Scorsese Through American Movies,1995,0,0
7273,A Piece of the Action,1977,0,0
3475,A Place in the Sun,1951,3.9,2248
1208,Apocalypse Now,1979,4.1,67647
48304,Apocalypto,2006,3.7,132213
150,Apollo 13,1995,3.6,30565
34299,Appaloosa,2008,3.2,19629
4469,Appointment with Death,1988,0,0
31184,Appurushîdo,2004,3.7,5608
45028,A Prairie Home Companion,2006,3,24547
6179,A Prayer for the Dying,1987,3.1,695
7295,Après la vie,2002,3.8,54
33675,Après vous...,2003,3.5,850
1814,A Price Above Rubies,1998,3.1,429
1330,April Fool's Day,2008,0,0
42736,April's Shower,2003,2.6,750
6312,A Private Function,1984,0,0
2320,Apt Pupil,1998,3.1,5334
670,Apur Sansar,1959,4.4,1009
295,A Pyromaniac's Love Story,1995,3.1,773
44225,Aquamarine,2006,3.1,60073
52462,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,3.5,12293
49007,Arabesque,1966,0,0
64921,Arabian Nights,2000,0,0
2699,Arachnophobia,1990,2.8,10804
6819,A Rage in Harlem,1991,3.2,878
3350,A Raisin in the Sun,1961,3.8,1378
5817,Ararat,2002,3.6,923
60189,Archangel,2005,0,0
54505,Arctic Tale,2007,3.5,16362
5154,Arena,1989,0,0
52279,Are We Done Yet?,2007,3.2,59360
31422,Are We There Yet?,2005,3.1,29416
1743,Arguing the World,1998,3.1,150
3100,A River Runs Through It,1992,3.5,13036
8254,Arizona Dream,1993,4,9613
2707,Arlington Road,1999,3.3,6430
1917,Armageddon,1998,3.5,105398
2458,Armed and Dangerous,1986,0,0
1215,Army of Darkness,1992,3.8,33240
54075,Arn - Tempelriddaren,2007,,
1296,A Room with a View,1985,3.9,6394
8913,Around the Bend,2004,3.4,1012
952,Around the World in 80 Days,2004,2.7,14038
30942,Arrowhead,1953,0,0
32345,Arrowsmith,1931,0,0
1269,Arsenic and Old Lace,1944,4,9161
1695,Artemisia,1997,3.4,390
4471,Arthur 2: On the Rocks,1988,2.5,865
6520,Arthur! And the Square Knights of the Round Table,1966,,
50162,Arthur et les Minimoys,2006,3.2,25956
6841,Article 99,1992,3.2,709
4370,Artificial Intelligence: AI,2001,3.1,42316
45440,Art School Confidential,2006,3,9231
5082,A Rumor of Angels,2000,3.6,355
8133,Arven,2003,3.8,493
27904,A Scanner Darkly,2006,3.4,46764
32179,Ascenseur pour l'échafaud,1958,4.2,1819
625,Asfour Stah,1990,0,0
1784,As Good as It Gets,1997,3.5,30872
7105,A Shot at Glory,2000,3.3,476
7073,A Shot in the Dark,1964,0,0
31060,A Show of Force,1990,0,0
6651,Ash Wednesday,2002,3.1,670
2391,A Simple Plan,1998,3.4,7546
536,A Simple Twist of Fate,1994,3.1,1672
1583,A Simple Wish,1997,2.7,4830
6691,Ask the Dust,2006,2.8,14077
9015,A Slipping-Down Life,1999,3.2,316
8853,A Small Circle of Friends,1980,0,0
1632,A Smile Like Yours,1997,0,0
5985,Asoka,2001,0,0
2276,A Soldier's Daughter Never Cries,1998,3.4,482
2852,A Soldier's Story,1984,3.7,1759
27618,A Sound of Thunder,2005,2.4,12447
5580,Aspen Extreme,1993,2.9,1218
6267,Assassination Tango,2002,2.9,572
3726,Assault on Precinct 13,2005,3.1,12635
3217,A Star Is Born,1937,0,0
27368,Astérix & Obélix: Mission Cléopâtre,2002,3.6,4436
6468,A Stranger Among Us,1992,2.7,1243
1104,A Streetcar Named Desire,1951,3.9,13151
7131,A Summer Place,1959,0,0
3757,Asylum,2008,2.2,1071
6984,A Tale of Two Cities,1958,0,0
1190,Átame!,1990,3.7,4683
5417,Atanarjuat,2001,3.8,1275
51857,A Taste of Honey,1961,4,686
4043,At Close Range,1986,3.5,2435
7490,At First Sight,1999,2.9,2600
2445,At First Sight,1999,2.9,2599
626,A Thin Line Between Love and Hate,1996,3.5,3360
1624,A Thousand Acres,1997,3,932
26147,A Thousand Clowns,1965,0,0
805,A Time to Kill,1996,3.6,17074
44815,ATL,2006,4,55291
2130,Atlantic City,1980,0,0
8149,"Atlantis, the Lost Continent",1961,0,0
4366,Atlantis: The Lost Empire,2001,2.9,15720
55052,Atonement,2007,3.8,138297
5123,A Touch of Class,1973,3,669
8201,At Play in the Fields of the Lord,1991,0,0
5164,A Troll in Central Park,1994,0,0
5921,Attack Force Z,1982,0,0
5979,Attack of the Crab Monsters,1957,0,0
8138,Attack of the Giant Leeches,1959,0,0
2163,Attack of the Killer Tomatoes!,1978,0,0
6656,Attack of the Puppet People,1958,0,0
34018,At the Circus,1939,0,0
4943,At the Earth's Core,1976,2.9,800
5922,Attila,1954,,
6739,At War with the Army,1950,0,0
3202,Auch Zwerge haben klein angefangen,1970,3.8,1310
1331,Audrey Rose,1977,0,0
55555,Auf der anderen Seite,2007,4.1,5659
61475,August Evening,2007,3.8,206
660,August Rush,2007,4,105941
26151,Au hasard Balthazar,1966,4.2,1694
3548,Auntie Mame,1958,0,0
8128,Au revoir les enfants,1987,4.2,3681
5481,Austin Powers in Goldmember,2002,3,145625
1517,Austin Powers: International Man of Mystery,1997,0,0
2683,Austin Powers: The Spy Who Shagged Me,1999,3.3,70870
63853,Australia,2008,3.5,75143
5923,Author! Author!,1982,0,0
62390,Autism: The Musical,2007,4.1,335
4871,Auto Focus,2002,3.2,1283
3824,Autumn in New York,2000,3,6655
2534,Avalanche Alley,2001,0,0
6573,Avanti!,1972,3.6,906
818,A Very Brady Sequel,1996,2.3,4591
796,A Very Natural Thing,1974,0,0
2376,A View to a Kill,1985,3.1,12502
8810,AVP: Alien vs. Predator,2004,3,48807
56801,AVPR: Aliens vs Predator - Requiem,2007,2.7,63530
56169,Awake,2007,3.2,58950
3105,Awakenings,1990,3.6,10377
207,A Walk in the Clouds,1995,3.3,12692
966,A Walk in the Sun,1945,0,0
2570,A Walk on the Moon,1999,3.4,2848
5066,A Walk to Remember,2002,3.3,243778
52967,Away from Her,2006,3.6,15253
3641,A Woman of Paris: A Drama of Fate,1923,0,0
7071,A Woman Under the Influence,1974,4.3,2367
6673,"¡Ay, Carmela!",1990,0,0
1780,Ayn Rand: A Sense of Life,1997,3.4,268
3223,A Zed & Two Noughts,1985,4,1255
1058,Azúcar amarga,1996,0,0
61646,Azuloscurocasinegro,2006,3.9,1509
27865,Azumi,2003,3.9,4714
34,Babe,1995,3,22954
46723,Babel,2006,3.5,86426
2384,Babe: Pig in the City,1998,2.8,9741
2017,Babes in Toyland,1934,3.6,865
6791,Babettes gæstebud,1987,4.2,3211
6688,Babí léto,2001,3.7,349
4080,Baby Boom,1987,2.9,3027
4371,Baby Boy,2001,3.8,15836
8194,Baby Doll,1956,3.9,746
2555,Baby Geniuses,1999,2.5,8215
7810,Babylon 5: A Call to Arms,1999,0,0
7649,Babylon 5: In the Beginning,1998,,
51562,Babylon 5: The Gathering,1993,0,0
62834,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight,2002,0,0
62836,Babylon 5: The Lost Tales,2007,0,0
7811,Babylon 5: The River of Souls,1998,0,0
7812,Babylon 5: Thirdspace,1998,0,0
61350,Babylon A.D.,2008,2.8,29288
59258,Baby Mama,2008,3.4,80435
5096,Baby's Day Out,1994,2.7,10709
3401,Baby: Secret of the Lost Legend,1985,2.8,986
7397,Baby the Rain Must Fall,1965,0,0
